STATION_ID;STATION_NAME;HOEHE;GEO_BREITE;GEO_LAENGE;2015-1-1;2015-1-2;2015-1-3;2015-1-4;2015-1-5;2015-1-6;2015-1-7;2015-1-8;2015-1-9;2015-1-10;2015-1-11;2015-1-12;2015-1-13;2015-1-14;2015-1-15;2015-1-16;2015-1-17;2015-1-18;2015-1-19;2015-1-20;2015-1-21;2015-1-22;2015-1-23;2015-1-24;2015-1-25;2015-1-26;2015-1-27;2015-1-28;2015-1-29;2015-1-30;2015-1-31
445;Bernburg/Saale (Nord);84;51.8218;11.7109;6.8;6.7;6.2;6.8;6.3;6;6.5;7.5;7.8;9.9;5.8;7.7;8.4;7.1;7;8.1;6.7;5.3;5.4;6;5.1;5.5;5.4;5.4;6.4;6.7;6.8;6.6;5.7;6.1;5.3
1332;Falkenberg,Kr.Rottal-Inn;472;48.4832;12.724;5.4;5.7;6.2;6;5.3;5.1;5.6;6.5;7.8;10.9;6.6;5.6;4.6;5.9;6.1;6.2;6.6;6.4;5.9;5.5;5.4;6.2;6.2;5.5;5.4;5.4;5.9;5.5;5.8;4.9;4.8
5779;Zinnwald-Georgenfeld;877;50.7314;13.7516;6;5.8;4.7;5;4.9;4.8;4.8;5.9;6.3;8.7;4.5;5.7;5.9;5.7;4.9;5.6;5.6;5;4.9;4.4;4.3;5.3;4.3;4.1;4.6;4.7;5.1;4.9;4.4;4.2;4
6346;Maisach-Galgen;530;48.2072;11.2034;3.6;5.5;6.7;5.5;4.7;5.1;5.9;6.5;7.7;10.2;6.5;4.7;3.8;6.4;6.1;5.9;6.2;5.8;5.2;5.4;5.3;5.4;5.4;5.3;5.1;4.7;5.8;5;5.6;4.9;4.6
5676;Wolfsburg (Südwest);82;52.3961;10.6898;6.6;7;6.5;6.9;6.5;5.9;7;7.5;8.2;10.2;6.4;8.3;8.9;6.9;7.5;7.1;6.3;5;5.1;5.7;4.9;5.3;5;5.2;6.3;7.1;6.9;6.8;5.7;6.2;5.8
102;Leuchtturm Alte Weser;32;53.8617;8.1266;7.4;8;7.5;7.5;7.6;7.2;8;8.7;8.7;9.1;7.2;9.1;9;7.2;8.5;7.6;6.5;6.6;6.8;6.4;5.6;5.5;5.2;6.4;7.9;8;7.8;7.7;6.5;;
2044;Harzgerode;404;51.652;11.1367;6.1;5.9;5.6;5.7;5.3;5.1;5.8;6.9;7.4;9.4;5.4;7.2;7.6;6.4;6.6;7.3;5.8;4.8;4.9;5.1;4.2;4.8;4.8;4.8;5.8;6.1;5.6;5.8;5.1;5.4;4.7
6272;Moorgrund Gräfen-Nitzendorf;283;50.8424;10.2516;6.5;6.4;6.1;6.3;5.6;5.2;6;7.3;8;10.4;5.6;7.1;7.3;6.9;6.8;7.9;6.5;5.4;5.4;5.7;4.8;5.1;5.2;5.1;6.1;6.3;6.3;6.3;5.8;5.6;5.3
6275;Notzingen;325;48.6707;9.4625;6;5.9;6.8;6.2;5.2;4.5;6;7.5;8.5;11.3;6.7;5.5;5.3;7.3;6.4;8;7.3;5.9;5.6;6.1;5.8;5.6;6;5.8;6;6.1;6.3;6.1;6;5.8;5.5
1266;Erfde;18;54.2989;9.3161;7.6;8.1;7.5;7;7.9;7;7.9;8.5;8.5;9;6.9;9.3;9.2;7.1;8.3;7.4;6.6;6.4;6.3;5.9;5.2;5.2;4.4;5.7;7;7.4;7.2;7.7;6.3;5.7;5
